,predicted dendrite,real dendrite,ephys predicted creline,real creline,real e-type,ephys e-type predictions,real m-type,real me-type,ephys m-type predictions,ephys me-type predictions,specimen_id,morph me-type predictions,morph m-type predictions,morph e-type predictions,ephys and morph me-type predictions,ephys and morph m-type predictions,ephys and morph e-type predictions
151,spiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,564795087,,,,,,
152,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,Spiny_9,ME_Exc_13,Spiny_1,ME_Exc_7,322761772,,,,,,
153,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_4,Exc_1,Aspiny_3,ME_Inh_23,Spiny_1,ME_Exc_7,582632160,,,,,,
154,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,566756038,,,,,,
155,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,486191673,,,,,,
156,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,526946778,,,,,,
157,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,318331342,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
158,spiny,spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Exc_3,Inh_6,Spiny_7,ME_Exc_5,Spiny_1,ME_Exc_7,569730838,,,,,,
159,aspiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,572996777,,,,,,
160,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Inh_12,Exc_1,,,Spiny_1,ME_Exc_7,581741836,,,,,,
161,aspiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Inh_3,Exc_1,Aspiny_14,ME_Inh_5,Spiny_1,ME_Exc_7,501845152,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
162,aspiny,aspiny,Chrna2-Cre_OE25,Gad2-IRES-Cre,Exc_2,Exc_1,Spiny_15,ME_Exc_11,Spiny_1,ME_Exc_7,323535089,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
163,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,481136214,,,,,,
164,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_3,Inh_6,Aspiny_18,ME_Inh_18,Spiny_1,ME_Exc_7,329550137,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
165,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,Spiny_3,ME_Exc_17,Spiny_1,ME_Exc_7,480778441,,,,,,
166,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_2,Inh_6,,,Spiny_1,ME_Exc_7,488117124,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
167,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,574067499,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
168,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_1,Exc_1,,,Spiny_1,ME_Exc_7,330154280,,,,,,
169,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,476056333,,,,,,
170,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_12,Inh_6,,,Spiny_1,ME_Exc_7,479225294,,,,,,
171,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Inh_1,Inh_6,Aspiny_8,ME_Inh_20,Spiny_1,ME_Exc_7,502665074,,,,,,
172,aspiny,aspiny,Chrna2-Cre_OE25,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,Inh_4,Exc_1,,,Spiny_1,ME_Exc_7,596619013,,,,,,
173,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_8,Exc_1,,,Spiny_1,ME_Exc_7,565723357,,,,,,
174,spiny,spiny,Chrna2-Cre_OE25,Vipr2-IRES2-Cre,Exc_4,Inh_6,,,Spiny_1,ME_Exc_7,589452470,,,,,,
175,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,488462885,,,,,,
176,spiny,spiny,Chrna2-Cre_OE25,Sim1-Cre_KJ18,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,628700262,,,,,,
177,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,531121585,,,,,,
178,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_2,Inh_6,Aspiny_9,ME_Inh_13,Spiny_1,ME_Exc_7,485958978,,,,,,
179,spiny,aspiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Inh_6,Spiny_9,ME_Exc_13,Spiny_1,ME_Exc_7,488495740,,,,,,
180,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,497583188,,,,,,
181,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,485954440,,,,,,
182,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Exc_2,Inh_6,,,Spiny_1,ME_Exc_7,486560376,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
183,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_2,Exc_1,,,Spiny_1,ME_Exc_7,485184849,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
184,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_2,Inh_6,,,Spiny_1,ME_Exc_7,490601284,,,,,,
185,aspiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Exc_2,Exc_1,,,Spiny_1,ME_Exc_7,563002088,,,,,,
186,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,Inh_8,Inh_6,Aspiny_3,ME_Inh_9,Spiny_1,ME_Exc_7,567354967,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
187,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Inh_12,Inh_6,,,Spiny_1,ME_Exc_7,557996299,,,,,,
188,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_2,Exc_1,,,Spiny_1,ME_Exc_7,591268268,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
189,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_10,Exc_1,,,Spiny_1,ME_Exc_7,478110866,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
190,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_12,Exc_1,,,Spiny_1,ME_Exc_7,478795872,,,,,,
191,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_8,Inh_6,Aspiny_6,ME_Inh_21,Spiny_1,ME_Exc_7,485835016,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
192,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_4,Exc_1,,,Spiny_1,ME_Exc_7,564410651,,,,,,
193,spiny,aspiny,Chrna2-Cre_OE25,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,Inh_3,Exc_1,Aspiny_14,ME_Inh_3,Spiny_1,ME_Exc_7,586073346,,,,,,
194,aspiny,aspiny,Chrna2-Cre_OE25,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,Exc_4,Exc_1,,,Spiny_1,ME_Exc_7,609775336,,,,,,
195,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Exc_4,Exc_1,Spiny_13,ME_Exc_1,Spiny_1,ME_Exc_7,485182362,,,,,,
196,spiny,spiny,Chrna2-Cre_OE25,Sim1-Cre_KJ18,Inh_11,Inh_6,Aspiny_4,ME_Inh_6,Spiny_1,ME_Exc_7,589760138,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
197,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,469800845,,,,,,
198,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Exc_4,Exc_1,,,Spiny_1,ME_Exc_7,505202906,,,,,,
199,aspiny,sparsely spiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,Spiny_9,ME_Exc_12,Spiny_1,ME_Exc_7,569299459,,,,,,
200,spiny,spiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_12,Exc_1,,,Spiny_1,ME_Exc_7,565698986,,,,,,
201,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Exc_3,Inh_6,Spiny_7,ME_Exc_14,Spiny_1,ME_Exc_7,557859470,,,,,,
202,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_2,Exc_1,,,Spiny_1,ME_Exc_7,480114344,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
203,spiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2,Exc_1,Inh_6,Spiny_18,ME_Exc_3,Spiny_1,ME_Exc_7,530737765,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_4
204,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_4,Exc_1,,,Spiny_15,ME_Exc_7,562535995,,,,,,
205,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,553561593,,,,,,
206,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,585058163,,,,,,
207,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_3,Exc_1,Aspiny_18,ME_Inh_18,Spiny_15,ME_Exc_7,593646143,,,,,,
208,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Exc_1,Exc_1,,,Spiny_1,ME_Exc_7,518238899,,,,,,
209,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_7,Exc_1,,,Spiny_1,ME_Exc_7,515524026,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
210,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Inh_11,Exc_1,,,Spiny_1,ME_Exc_7,561519381,,,,,,
211,aspiny,aspiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_3,Exc_1,Spiny_1,ME_Exc_7,Spiny_1,ME_Exc_7,486513293,,,,,,
212,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Inh_8,Exc_1,Aspiny_12,ME_Inh_9,Spiny_15,ME_Exc_7,583146274,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
213,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,562541627,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_6
214,spiny,spiny,Chrna2-Cre_OE25,Sim1-Cre_KJ18,Inh_7,Inh_6,,,Spiny_1,ME_Exc_7,589755198,,,,,,
215,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,515056927,,,,,,
216,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,559104842,,,,,,
217,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_8,Exc_1,Aspiny_5,ME_Inh_21,Spiny_1,ME_Exc_7,562540395,,,,,,
218,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,574734127,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
219,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_4,Inh_6,Spiny_14,ME_Exc_1,Spiny_1,ME_Exc_7,476616076,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
220,aspiny,aspiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_6,Exc_1,,,Spiny_1,ME_Exc_7,488491756,,,,,,
221,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre|PhiC31-neo,Inh_9,Inh_6,,,Spiny_1,ME_Exc_7,560579320,,,,,,
222,aspiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Inh_11,Exc_1,,,Spiny_1,ME_Exc_7,324532703,,,,,,
223,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,566563603,,,,,,
224,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,475580568,,,,,,
225,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,479298854,,,,,,
226,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,599222852,,,,,,
227,aspiny,aspiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,565417112,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
228,aspiny,sparsely spiny,Chrna2-Cre_OE25,Nos1-CreERT2,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,560748672,,,,,,
229,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152|Pvalb-T2A-Dre,Exc_2,Exc_1,,,Spiny_1,ME_Exc_7,586366106,,,,,,
230,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_12,Inh_6,,,Spiny_1,ME_Exc_7,538162646,,,,,,
231,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Exc_3,Inh_6,Spiny_5,ME_Exc_18,Spiny_1,ME_Exc_7,580624725,,,,,,
232,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Exc_3,Inh_5,Spiny_8,ME_Exc_13,Spiny_15,ME_Exc_7,588695976,,,,,,
233,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,464191630,,,,,,
234,aspiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_1,Inh_5,,,Spiny_7,ME_Exc_5,490966322,,,,,,
235,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,Spiny_18,ME_Exc_2,Spiny_1,ME_Exc_7,333785962,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
236,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_9,Inh_6,,,Spiny_1,ME_Exc_7,476048909,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
237,spiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,524675712,,,,,,
238,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Exc_3,Exc_1,Spiny_17,ME_Exc_6,Spiny_1,ME_Exc_7,557992635,,,,,,
239,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,608108585,,,,,,
240,spiny,spiny,Chrna2-Cre_OE25,Nos1-CreERT2,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,523729022,,,,,,
241,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_11,Exc_1,,,Spiny_1,ME_Exc_7,591396115,,,,,,
242,aspiny,spiny,Chrna2-Cre_OE25,Vipr2-IRES2-Cre,Inh_10,Exc_1,,,Spiny_1,ME_Exc_7,571292875,,,,,,
243,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_6,Exc_1,Aspiny_1,ME_Inh_25,Spiny_1,ME_Exc_7,471087830,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
244,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,321707833,,,,,,
245,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Exc_2,Exc_1,,,Spiny_1,ME_Exc_7,583148615,,,,,,
246,aspiny,aspiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25|Pvalb-T2A-Dre,Inh_2,Exc_1,,,Spiny_1,ME_Exc_7,583454722,,,,,,
247,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,Spiny_7,ME_Exc_14,Spiny_1,ME_Exc_7,321707905,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
248,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_13,Exc_1,Aspiny_19,ME_Inh_11,Spiny_15,ME_Exc_7,568757860,,,,,,
249,aspiny,aspiny,Chrna2-Cre_OE25,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,585952606,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
250,spiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,573636382,,,,,,
251,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,524689239,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
252,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Inh_12,Inh_6,,,Spiny_1,ME_Exc_7,476451456,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
253,spiny,spiny,Chrna2-Cre_OE25,Penk-IRES2-Cre-neo,Exc_2,Inh_6,,,Spiny_1,ME_Exc_7,603411614,,,,,,
254,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,471767045,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
255,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_1,Inh_6,Aspiny_8,ME_Inh_20,Spiny_1,ME_Exc_7,478500297,,,,,,
256,aspiny,aspiny,Gad2-IRES-Cre,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Aspiny_4,ME_Inh_7,321708130,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
257,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,566543480,,,,,,
258,spiny,spiny,Chrna2-Cre_OE25,Sim1-Cre_KJ18,Inh_11,Inh_6,,,Spiny_1,ME_Exc_7,623308514,,,,,,
259,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,480003970,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
260,aspiny,aspiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Exc_3,Exc_1,Spiny_4,ME_Exc_18,Spiny_1,ME_Exc_7,478891084,,,,,,
261,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Exc_4,Inh_6,,,Spiny_1,ME_Exc_7,480116737,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
262,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_1,Exc_1,,,Spiny_1,ME_Exc_7,484635029,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
263,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Inh_12,Exc_1,,,Spiny_1,ME_Exc_7,483020137,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
264,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Inh_2,Exc_1,,,Spiny_1,ME_Exc_7,573322633,,,,,,
265,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,515986607,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
266,spiny,spiny,Chrna2-Cre_OE25,Sim1-Cre_KJ18,Inh_6,Inh_6,Aspiny_11,ME_Inh_24,Spiny_1,ME_Exc_7,589121138,,,,,,
267,aspiny,sparsely spiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_3,Exc_1,,,Aspiny_4,ME_Exc_7,475049291,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
268,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Exc_4,Inh_6,,,Spiny_1,ME_Exc_7,480718588,,,,,,
269,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,554807988,,,,,,
270,spiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,Inh_12,Inh_5,,,Spiny_15,ME_Exc_7,562530336,,,,,,
271,spiny,aspiny,Chrna2-Cre_OE25,Gad2-IRES-Cre,Inh_13,Exc_1,,,Spiny_1,ME_Exc_7,594091004,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_4
272,aspiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,325471170,,,,,,
273,aspiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,396903227,,,,,,
274,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,Exc_2,Exc_1,Spiny_18,ME_Exc_3,Spiny_1,ME_Exc_7,490173806,,,,,,
275,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,Inh_3,Exc_1,,,Spiny_1,ME_Exc_7,321906005,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
276,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,478949560,,,,,,
277,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,325919795,,,,,,
278,spiny,spiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,Inh_3,Inh_6,,,Spiny_1,ME_Exc_7,565863515,ME_Exc_13,Spiny_14,Exc_3,ME_Inh_22,Spiny_11,Inh_4
279,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,573323612,,,,,,
280,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Inh_3,Exc_1,Aspiny_16,ME_Inh_3,Spiny_1,ME_Exc_7,569723405,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
281,aspiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2,Inh_3,Exc_1,,,Spiny_15,ME_Exc_7,561039262,,,,,,
282,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_4,Exc_1,Spiny_14,ME_Exc_1,Spiny_1,ME_Exc_7,475586130,ME_Exc_13,Spiny_14,Inh_2,ME_Exc_13,Spiny_14,Inh_6
283,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Inh_3,Exc_1,Aspiny_19,ME_Inh_19,Spiny_1,ME_Exc_7,327706437,,,,,,
284,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,485955982,,,,,,
285,aspiny,aspiny,Chrna2-Cre_OE25,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,Inh_12,Exc_1,Aspiny_9,ME_Inh_12,Spiny_1,ME_Exc_7,609435731,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_4
286,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,Inh_2,Inh_6,,,Spiny_1,ME_Exc_7,513593674,,,,,,
287,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,Exc_3,Inh_6,,,Spiny_1,ME_Exc_7,515249852,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
288,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,Inh_4,Inh_6,Aspiny_4,ME_Inh_23,Spiny_1,ME_Exc_7,569251652,,,,,,
289,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,572295788,,,,,,
290,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,581404810,,,,,,
291,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,Exc_3,Exc_1,,,Spiny_1,ME_Exc_7,482649712,,,,,,
292,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,Inh_13,Inh_5,Aspiny_6,ME_Inh_21,Spiny_7,ME_Exc_5,568447613,,,,,,
293,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_1,Inh_6,,,Spiny_1,ME_Exc_7,314529406,,,,,,
294,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,Inh_6,Inh_6,Aspiny_7,ME_Inh_15,Spiny_1,ME_Exc_7,490263211,,,,,,
295,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,Inh_6,Inh_6,Aspiny_10,ME_Inh_22,Spiny_1,ME_Exc_7,480643417,,,,,,
